R_fighter,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,R_Orthodox,R_Southpaw,R_Switch
Maryna Moroz,0,1,0,12.0,0.37,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,170.18,170.18,125,23,1,0,0
Sam Stout,2,0,0,52.26315789,0.290526316,0.10526315800000001,0.526315789,0.20157894699999998,2,10,50,0,0,3,5,1,0,0,9,175.26,177.8,155,31,1,0,0
Yves Jabouin,1,0,0,32.77777778,0.43222222200000004,0.0,1.222222222,0.364444444,3,4,20,0,0,3,2,0,0,0,5,170.18,172.72,135,36,1,0,0
Marcos Rogerio de Lima,0,2,0,12.5,0.775,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,185.42,190.5,253,30,1,0,0
Chris Kelades,1,0,0,27.0,0.455,0.5,1.0,0.2,1,1,6,0,0,0,1,0,0,0,1,170.18,172.72,125,34,1,0,0
Shane Campbell,1,0,0,25.0,0.43,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,182.88,180.34,155,28,1,0,0
Misha Cirkunov,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,205,28,1,0,0
Glover Teixeira,2,0,0,38.28571429,0.44285714299999995,0.428571429,1.428571429,0.39285714299999996,5,2,16,1,0,0,1,1,2,1,5,187.96,193.04,205,35,1,0,0
Michael Johnson,0,4,0,38.58333333,0.3425,0.0,0.5,0.35416666700000005,4,4,30,1,0,0,5,3,0,0,8,177.8,185.42,145,29,0,1,0
Derek Brunson,0,2,0,20.6,0.444,0.6,2.2,0.24600000000000002,2,1,11,0,0,0,2,1,1,0,4,185.42,195.58,185,31,0,1,0
Jared Rosholt,0,1,0,30.2,0.556,0.0,1.4,0.336,3,1,13,0,0,0,3,1,0,0,4,187.96,190.5,265,29,1,0,0
Sara McMann,1,0,0,23.25,0.58,0.0,2.0,0.5125,1,2,8,1,0,1,0,1,0,0,2,167.64,167.64,135,34,1,0,0
Ray Borg,0,2,0,11.0,0.59,2.666666667,3.666666667,0.816666667,2,1,7,0,0,0,0,0,2,0,2,162.56,160.02,135,22,1,0,0
Uriah Hall,1,0,0,36.16666667,0.543333333,0.166666667,1.0,0.373333333,3,3,14,1,0,0,1,0,0,2,3,182.88,200.66,185,31,1,0,0
Chris Camozzi,5,0,0,45.0,0.45153846200000003,0.307692308,0.0,0.0,4,7,33,0,0,2,2,0,1,1,6,187.96,193.04,185,28,1,0,0
Dustin Ortiz,1,0,0,42.4,0.47,0.0,2.4,0.354,2,2,15,0,0,2,0,1,0,0,3,165.1,165.1,125,26,1,0,0
Frankie Saenz,0,2,0,55.5,0.485,0.0,4.0,0.65,2,0,6,0,0,0,2,0,0,0,2,167.64,167.64,135,34,1,0,0
Chris Dempsey,0,1,0,22.5,0.255,0.0,1.5,0.125,1,1,4,0,0,1,0,0,0,0,1,177.8,182.88,185,27,1,0,0
Marlon Vera,1,0,0,25.0,0.44,2.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,172.72,177.8,135,22,0,0,1
Anthony Christodoulou,1,0,0,9.0,0.23,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,175.26,182.88,155,28,1,0,0
Ronda Rousey,0,5,0,15.0,0.52,1.0,1.6,0.55,5,0,7,5,0,0,0,2,3,0,5,170.18,172.72,135,28,1,0,0
Mauricio Rua,2,0,0,35.64285714,0.507857143,0.28571428600000004,1.214285714,0.20071428600000002,2,8,35,3,0,0,0,6,0,0,6,185.42,193.04,205,33,1,0,0
Glaico Franca,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,155,24,1,0,0
Reginaldo Vieira,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,165.1,135,32,1,0,0
Stefan Struve,2,0,0,18.92857143,0.42714285700000004,1.357142857,0.214285714,0.214285714,4,5,23,0,1,0,0,4,4,0,9,210.82,213.36,265,27,1,0,0
Antonio Silva,4,0,0,20.28571429,0.47428571399999997,0.0,0.0,0.0,2,5,13,1,0,0,0,2,0,0,2,193.04,203.2,264,35,1,0,0
Claudia Gadelha,1,0,0,48.5,0.4,1.5,6.0,0.63,1,1,6,0,0,0,1,0,0,0,1,162.56,160.02,115,26,1,0,0
Demian Maia,0,2,0,21.65,0.49,0.95,2.4,0.3625,5,6,53,1,0,0,7,1,6,0,14,185.42,182.88,170,37,0,1,0
Rafael Feijao,1,0,0,16.66666667,0.47333333299999997,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,185.42,185.42,205,35,1,0,0
Warlley Alves,0,2,0,33.0,0.46,1.0,1.5,0.83,2,0,6,1,0,0,1,0,1,0,2,180.34,182.88,170,24,1,0,0
Iuri Alcantara,1,0,0,25.3,0.48,0.5,1.4,0.466,3,4,24,0,0,1,3,2,0,0,6,175.26,180.34,135,34,0,1,0
Vitor Miranda,0,1,0,17.5,0.55,0.0,0.0,0.0,1,1,4,1,0,0,0,1,0,0,1,185.42,195.58,185,36,1,0,0
Hugo Viana,1,0,0,38.4,0.39799999999999996,0.0,0.0,0.0,2,2,11,0,0,1,1,1,0,0,3,167.64,170.18,135,32,1,0,0
TJ Dillashaw,0,3,0,64.22222222,0.39555555600000003,1.222222222,1.5555555559999998,0.40333333299999996,4,2,24,3,0,0,2,4,1,0,7,167.64,170.18,125,29,1,0,0
Miesha Tate,0,3,0,30.4,0.46799999999999997,1.4,1.2,0.228,3,2,15,1,1,0,2,0,0,0,3,167.64,165.1,135,28,1,0,0
Edson Barboza,1,0,0,36.91666667,0.455,0.083333333,0.333333333,0.166666667,4,3,27,0,1,1,2,5,0,0,9,180.34,190.5,155,29,1,0,0
Joe Lauzon,1,0,0,18.44444444,0.41944444399999997,1.4444444440000002,1.277777778,0.38888888899999996,3,7,35,0,0,0,1,2,7,1,11,177.8,180.34,155,31,1,0,0
Gian Villante,0,2,0,53.4,0.48,0.0,0.8,0.25,2,2,14,0,0,1,0,2,0,0,3,190.5,193.04,205,29,1,0,0
Jim Miller,2,0,0,25.42105263,0.34473684200000004,1.789473684,1.263157895,0.44894736799999996,7,6,44,0,0,0,5,2,6,0,13,172.72,180.34,155,31,0,1,0
Kenny Robertson,0,3,0,29.71428571,0.547142857,0.7142857140000001,0.857142857,0.351428571,3,3,14,0,0,0,1,1,2,0,4,177.8,187.96,170,31,1,0,0
Eddie Wineland,1,0,0,36.71428571,0.255714286,0.0,0.28571428600000004,0.19,2,4,16,1,0,1,0,2,0,0,3,170.18,175.26,135,31,1,0,0
Daron Cruickshank,2,0,0,31.18181818,0.394545455,0.181818182,1.363636364,0.329090909,2,5,26,0,0,1,2,3,0,0,6,172.72,182.88,155,30,0,0,1
Ramsey Nijem,1,0,0,25.44444444,0.365555556,0.666666667,2.666666667,0.567777778,3,4,17,1,0,0,3,2,0,0,5,180.34,190.5,155,27,1,0,0
Jessamyn Duke,2,0,0,64.33333333,0.5033333329999999,1.0,0.666666667,0.22,1,2,7,0,0,0,1,0,0,0,1,180.34,185.42,135,29,1,0,0
Zak Cummings,1,0,0,17.0,0.34,0.666666667,1.6666666669999999,0.553333333,2,1,6,0,0,0,1,0,1,0,2,182.88,190.5,185,30,0,1,0
Michael Bisping,0,1,0,50.86956522,0.389565217,0.21739130399999998,1.1304347829999999,0.29043478300000003,4,7,59,1,0,1,6,9,0,0,16,185.42,190.5,185,36,1,0,0
Ross Pearson,0,1,0,41.66666667,0.418,0.0,0.666666667,0.333333333,3,6,36,1,0,0,4,4,0,1,9,172.72,175.26,155,30,1,0,0
Joe Duffy,0,1,0,15.0,0.37,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,177.8,185.42,155,27,1,0,0
Joanne Calderwood,1,0,0,60.0,0.465,0.0,1.0,0.25,1,1,4,0,0,0,1,0,0,0,1,167.64,165.1,125,29,1,0,0
Leon Edwards,0,1,0,18.0,0.77,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,182.88,187.96,170,23,0,1,0
Stevie Ray,0,1,0,31.0,0.73,2.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,177.8,177.8,155,25,0,1,0
Paddy Holohan,0,1,0,26.0,0.49,1.0,2.0,0.41666666700000005,1,1,7,0,0,0,1,0,1,0,2,177.8,175.26,125,27,1,0,0
Ilir Latifi,1,0,0,9.0,0.25,0.5,0.75,0.5825,2,2,6,0,0,0,0,1,1,0,2,177.8,185.42,205,31,1,0,0
Mickael Lebout,1,0,0,47.0,0.42,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,155,27,1,0,0
Rob Whiteford,0,1,0,20.5,0.525,0.0,2.5,0.175,1,1,5,0,0,0,1,0,0,0,1,175.26,175.26,145,32,0,1,0
Marcus Brimage,1,0,0,44.28571429,0.325714286,0.0,0.428571429,0.28571428600000004,3,3,17,0,0,1,2,1,0,0,4,162.56,180.34,135,30,0,1,0
Daniel Omielanczuk,2,0,0,31.66666667,0.713333333,0.333333333,1.0,0.243333333,1,2,9,0,0,0,0,1,0,0,1,182.88,187.96,247,32,0,1,0
Frank Mir,0,1,0,12.41666667,0.49791666700000003,0.875,0.833333333,0.285416667,4,9,38,5,0,0,2,4,8,0,15,190.5,200.66,264,36,0,1,0
Josh Thomson,2,0,0,27.33333333,0.495,0.0,1.6666666669999999,0.6133333329999999,2,3,15,0,1,0,0,2,0,0,3,177.8,180.34,155,36,1,0,0
Holly Holm,0,1,0,44.0,0.2,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,172.72,175.26,145,33,0,1,0
Scott Jorgensen,1,0,0,34.6,0.405,0.2,1.8,0.302,2,6,22,0,0,0,2,1,1,0,4,165.1,167.64,135,32,1,0,0
Kevin Lee,0,3,0,56.0,0.395,1.25,3.25,0.4225,3,1,12,0,0,1,2,0,0,0,3,175.26,195.58,170,22,1,0,0
Alan Jouban,0,1,0,38.66666667,0.52,0.0,0.0,0.0,1,1,5,0,0,0,0,2,0,0,2,182.88,185.42,170,33,0,1,0
Sam Sicilia,0,1,0,25.75,0.4125,0.25,1.0,0.345,1,4,16,0,0,0,1,3,0,0,4,172.72,170.18,145,29,1,0,0
Jessica Andrade,1,0,0,61.4,0.57,0.6,1.2,0.574,3,2,10,0,0,1,1,0,1,0,3,154.94,157.48,115,23,1,0,0
Rani Yahya,0,1,0,14.5,0.40625,1.375,2.0,0.3275,3,3,19,0,0,0,3,0,2,0,5,167.64,170.18,135,30,1,0,0
Igor Araujo,1,0,0,13.66666667,0.376666667,0.666666667,1.0,0.146666667,2,1,8,0,0,0,2,0,0,0,2,185.42,195.58,170,34,1,0,0
Kevin Casey,2,0,0,14.5,0.73,1.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,180.34,195.58,185,34,0,1,0
Andrew Craig,2,0,0,30.83333333,0.446666667,0.0,0.5,0.193333333,2,3,16,0,0,1,1,1,0,0,3,185.42,193.04,170,29,1,0,0
Jake Ellenberger,0,1,0,22.57142857,0.40428571399999996,0.28571428600000004,1.571428571,0.485714286,6,5,31,0,0,1,2,4,1,1,9,175.26,180.34,170,30,1,0,0
Kamaru Usman,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,28,0,0,1
Michael Graves,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,170,24,1,0,0
Jorge Masvidal,1,0,0,54.85714286,0.511428571,0.571428571,1.714285714,0.46428571399999996,3,2,20,0,0,0,4,0,1,0,5,180.34,187.96,170,30,1,0,0
Angela Magana,1,0,0,37.0,0.25,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,154.94,165.1,115,31,1,0,0
Maximo Blanco,0,2,0,51.83333333,0.45833333299999995,0.166666667,1.6666666669999999,0.455,2,3,16,0,0,0,3,0,0,0,3,172.72,180.34,145,31,1,0,0
Josh Samman,0,2,0,23.5,0.515,0.0,0.5,0.25,2,0,4,0,0,0,0,2,0,0,2,190.5,200.66,185,27,1,0,0
Russell Doane,1,0,0,27.0,0.39,0.333333333,3.0,0.276666667,2,1,8,0,0,1,0,0,1,0,2,170.18,177.8,135,28,1,0,0
Dan Miller,1,0,0,22.75,0.34166666700000003,1.25,1.25,0.285833333,3,6,29,0,0,1,1,0,4,0,6,185.42,187.96,185,34,1,0,0
George Sullivan,1,0,0,47.66666667,0.41666666700000005,0.0,1.0,0.213333333,2,1,8,0,0,0,1,1,0,0,2,182.88,185.42,170,34,1,0,0
Darrell Montague,2,0,0,18.0,0.255,1.0,0.5,0.25,0,2,4,0,0,0,0,0,0,0,0,167.64,170.18,125,27,0,1,0
Chad Mendes,0,1,0,30.0,0.596,0.2,2.0,0.282,5,2,22,2,0,0,3,5,0,0,8,167.64,167.64,145,30,1,0,0
Robbie Lawler,0,3,0,46.85714286,0.45357142899999997,0.0,1.142857143,0.46428571399999996,3,4,38,2,0,2,3,5,0,0,10,180.34,187.96,170,33,0,1,0
Dennis Bermudez,1,0,0,47.66666667,0.41,1.222222222,3.111111111,0.45555555600000003,7,2,20,1,0,2,2,1,2,0,7,167.64,167.64,155,28,1,0,0
Gunnar Nelson,1,0,0,26.6,0.65,0.8,1.2,0.75,4,1,12,0,0,0,1,0,3,0,4,180.34,182.88,170,26,0,0,1
Brad Pickett,2,0,0,37.33333333,0.303333333,0.222222222,1.6666666669999999,0.34333333299999996,2,5,21,0,0,1,1,1,1,0,4,167.64,172.72,135,36,1,0,0
Matt Brown,2,0,0,36.78947368,0.567894737,1.1578947370000001,1.1578947370000001,0.405789474,7,7,45,0,0,0,2,9,1,0,12,182.88,190.5,170,34,1,0,0
Mike Swick,1,0,0,19.14285714,0.44,0.35714285700000004,0.571428571,0.315714286,5,4,28,0,1,0,2,5,2,0,10,185.42,195.58,170,36,1,0,0
Cathal Pendred,0,4,0,33.0,0.41,0.25,3.0,0.3075,4,0,11,0,0,1,2,0,1,0,4,185.42,190.5,170,27,1,0,0
Cody Garbrandt,0,1,0,49.0,0.36,0.0,1.0,0.33,1,0,3,0,0,0,0,1,0,0,1,172.72,165.1,135,24,1,0,0
Neil Seery,0,2,0,54.33333333,0.39,1.333333333,1.0,0.443333333,2,1,9,0,0,0,2,0,0,0,2,162.56,162.56,125,35,1,0,0
Yosdenis Cedeno,1,0,0,18.66666667,0.36666666700000006,0.0,0.0,0.0,1,2,7,0,0,0,0,0,0,1,1,172.72,175.26,155,30,1,0,0
Lyoto Machida,1,0,0,30.45,0.536,0.4,0.7,0.3075,8,6,52,5,0,1,6,6,1,0,14,185.42,187.96,185,37,0,1,0
Santiago Ponzinibbio,0,2,0,28.33333333,0.32666666699999997,0.0,0.333333333,0.11,2,1,7,0,0,0,1,1,0,0,2,182.88,185.42,170,28,1,0,0
Antonio Carlos Junior,1,0,0,15.5,0.34,1.0,3.0,0.665,1,1,6,1,0,0,1,0,0,0,1,187.96,200.66,185,25,1,0,0
Thiago Santos,0,1,0,17.75,0.3225,0.0,0.0,0.0,1,2,6,0,0,0,0,2,0,0,2,187.96,193.04,205,31,1,0,0
Hacran Dias,0,1,0,30.0,0.4675,0.25,3.25,0.515,1,2,12,0,0,0,2,0,0,0,2,172.72,175.26,155,31,1,0,0
Alex Oliveira,0,1,0,16.0,0.305,0.5,1.5,0.3,1,1,4,0,0,0,0,0,1,0,1,180.34,193.04,170,27,1,0,0
Leandro Silva,1,0,0,26.25,0.56,0.75,1.75,0.5,1,3,9,0,0,0,0,0,1,0,1,175.26,182.88,155,29,1,0,0
Steve Montgomery,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,190.5,185,24,0,1,0
Danny Martinez,2,0,0,40.0,0.31,0.0,2.5,0.175,0,2,6,0,0,0,0,0,0,0,0,167.64,170.18,125,30,1,0,0
Joanna Jedrzejczyk,0,3,0,45.66666667,0.35666666700000005,0.0,0.0,0.0,3,0,8,1,0,1,1,1,0,0,3,167.64,165.1,125,27,1,0,0
Dennis Siver,1,0,0,39.15789474,0.33736842100000003,0.21052631600000002,0.684210526,0.297368421,4,8,44,0,0,0,6,3,2,0,11,167.64,177.8,145,36,1,0,0
Peter Sobotta,0,1,0,28.5,0.36,0.5,1.5,0.26,1,3,12,0,0,0,1,0,0,0,1,182.88,190.5,170,28,0,1,0
Nick Hein,1,0,0,37.5,0.38,0.0,1.0,0.165,1,1,6,0,0,0,1,0,0,0,1,167.64,167.64,155,31,0,1,0
Makwan Amirkhani,0,1,0,6.0,0.85,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,177.8,182.88,145,26,0,1,0
Mairbek Taisumov,0,2,0,26.25,0.5425,0.0,1.75,0.4275,2,1,9,0,0,0,1,2,0,0,3,175.26,185.42,155,26,1,0,0
Alan Omer,1,0,0,58.0,0.57,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,145,26,1,0,0
Niklas Backstrom,1,0,0,6.0,0.495,1.0,0.0,0.0,1,1,2,0,0,0,0,0,1,0,1,185.42,187.96,145,25,1,0,0
Scott Askham,1,0,0,42.0,0.82,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,190.5,190.5,185,27,0,1,0
Piotr Hallmann,1,0,0,54.0,0.45,0.5,2.25,0.4225,1,2,11,0,0,0,0,0,2,0,2,175.26,180.34,155,27,1,0,0
Taylor Lapilus,0,1,0,80.0,0.55,1.0,2.0,0.66,1,0,3,0,0,0,1,0,0,0,1,167.64,185.42,135,23,0,1,0
Cain Velasquez,0,4,0,48.33333333,0.595833333,0.25,2.416666667,0.41083333299999997,7,1,24,5,0,0,2,9,0,0,11,185.42,195.58,240,32,1,0,0
Gilbert Melendez,1,0,0,55.33333333,0.313333333,0.0,1.0,0.706666667,1,2,10,2,0,0,1,0,0,0,1,175.26,185.42,145,33,1,0,0
Kelvin Gastelum,1,0,0,36.5,0.41333333299999997,0.333333333,1.0,0.333333333,5,1,14,1,0,2,1,0,2,0,5,175.26,180.34,185,23,0,1,0
Yair Rodriguez,0,1,0,34.0,0.4,5.0,2.0,0.33,1,0,3,1,0,0,1,0,0,0,1,180.34,180.34,145,22,1,0,0
Tecia Torres,0,1,0,96.0,0.48,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,154.94,152.4,115,25,1,0,0
Henry Cejudo,0,2,0,61.0,0.51,0.5,3.0,0.425,2,0,6,0,0,0,2,0,0,0,2,162.56,162.56,135,28,1,0,0
Efrain Escudero,0,1,0,37.77777778,0.412222222,0.7777777779999999,1.111111111,0.318888889,2,5,25,1,0,0,3,1,0,0,4,175.26,177.8,155,29,1,0,0
Alejandro Perez,0,1,0,38.0,0.29,1.0,1.0,0.5,1,0,3,1,0,0,1,0,0,0,1,167.64,170.18,135,25,1,0,0
Francisco Trevino,0,1,0,47.0,0.4,0.0,2.0,0.28,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,155,33,1,0,0
Augusto Montano,0,1,0,30.0,0.57,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,185.42,185.42,170,30,1,0,0
Gabriel Benitez,0,1,0,23.0,0.37,5.0,0.0,0.0,1,0,3,0,0,0,0,0,1,0,1,172.72,180.34,145,26,0,1,0
Tim Boetsch,1,0,0,28.625,0.50375,0.6875,1.1875,0.18375,4,7,38,0,0,2,3,4,0,0,9,182.88,187.96,185,34,1,0,0
Ben Rothwell,0,2,0,22.71428571,0.457142857,0.28571428600000004,1.0,0.121428571,2,3,15,0,0,0,1,3,0,0,4,193.04,198.12,265,33,1,0,0
Dustin Poirier,0,1,0,42.33333333,0.47833333299999997,0.666666667,0.916666667,0.2025,4,3,25,0,0,0,3,3,3,0,9,175.26,182.88,155,26,0,1,0
Thiago Tavares,0,2,0,19.06666667,0.440666667,1.0,2.266666667,0.49066666700000006,2,6,33,0,0,0,4,1,4,0,9,170.18,172.72,145,30,1,0,0
Joe Soto,1,0,0,62.0,0.31,0.0,0.0,0.0,0,1,5,1,0,0,0,0,0,0,0,167.64,165.1,135,28,1,0,0
Francisco Rivera,2,0,0,39.42857143,0.43142857100000004,0.571428571,0.7142857140000001,0.25,2,4,16,0,0,0,1,2,0,0,3,172.72,172.72,135,33,1,0,0
Shawn Jordan,0,2,0,24.0,0.46625,0.0,0.625,0.21875,2,3,14,0,0,0,0,5,0,0,5,182.88,190.5,260,30,0,1,0
Brian Ebersole,0,1,0,34.14285714,0.545714286,0.14285714300000002,1.428571429,0.18857142899999998,4,2,19,0,0,2,2,1,0,0,5,182.88,185.42,170,34,0,1,0
Chris Wade,0,2,0,23.5,0.36,0.5,2.5,0.72,2,0,4,0,0,0,1,0,1,0,2,177.8,177.8,155,27,1,0,0
Joe Proctor,1,0,0,27.6,0.33,1.0,0.0,0.0,2,2,10,0,0,0,1,2,0,0,3,177.8,182.88,155,29,1,0,0
Ricardo Abreu,0,1,0,33.0,0.32,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,180.34,185.42,185,31,1,0,0
Jose Quinonez,1,0,0,38.0,0.34,2.0,3.0,0.75,0,1,3,1,0,0,0,0,0,0,0,172.72,175.26,135,24,1,0,0
Carlos Condit,1,0,0,51.0,0.373,0.9,0.4,0.125,5,4,30,2,0,1,1,4,0,0,6,187.96,190.5,170,31,1,0,0
Nik Lentz,0,1,0,41.28571429,0.522857143,1.142857143,3.5,0.338571429,4,5,38,0,0,1,6,1,1,0,9,172.72,172.72,155,30,1,0,0
KJ Noons,1,0,0,30.75,0.42,0.0,0.0,0.0,2,2,9,0,0,0,1,1,0,0,2,177.8,182.88,155,32,1,0,0
Francimar Barroso,1,0,0,33.5,0.51,0.0,2.5,0.385,1,1,6,0,0,0,1,0,0,0,1,185.42,190.5,205,35,1,0,0
Francisco Trinaldo,0,2,0,27.55555556,0.528888889,0.5555555560000001,0.8888888890000001,0.322222222,2,3,21,0,0,1,2,1,2,0,6,175.26,177.8,155,36,0,1,0
Wendell Oliveira,1,0,0,8.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.88,170,31,1,0,0
Jussier Formiga,0,2,0,9.0,0.34600000000000003,0.2,1.4,0.25,2,2,10,0,0,0,2,0,1,0,3,165.1,170.18,125,30,1,0,0
Elizeu Zaleski dos Santos,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,28,1,0,0
Lucas Martins,1,0,0,28.0,0.382,0.4,0.0,0.0,3,2,11,0,0,0,0,2,1,0,3,182.88,182.88,145,26,0,1,0
Juliana Lima,0,1,0,19.5,0.39,0.0,1.0,0.16,1,1,6,0,0,0,1,0,0,0,1,165.1,165.1,115,33,1,0,0
Luiz Dutra,1,0,0,10.0,0.55,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,180.34,180.34,170,33,1,0,0
Anthony Johnson,0,3,0,21.14285714,0.48,0.35714285700000004,1.071428571,0.241428571,3,4,24,0,0,0,2,8,0,0,10,187.96,198.12,205,31,1,0,0
Chris Weidman,0,8,0,30.25,0.45,0.875,2.5,0.74875,8,0,19,3,0,0,3,3,2,0,8,187.96,198.12,185,30,1,0,0
Donald Cerrone,0,7,0,44.05882353,0.474705882,0.41176470600000004,0.764705882,0.311176471,7,3,36,0,0,0,6,4,4,0,14,185.42,185.42,155,32,1,0,0
Travis Browne,0,1,0,21.36363636,0.516363636,0.181818182,0.727272727,0.37818181799999995,3,3,19,0,0,0,1,6,1,0,8,198.12,200.66,255,32,1,0,0
Joseph Benavidez,0,2,0,41.7,0.34299999999999997,0.4,1.0,0.215,3,2,24,2,0,0,4,3,1,0,8,162.56,165.1,125,30,0,1,0
John Dodson,0,2,0,38.66666667,0.365,0.0,0.666666667,0.291666667,3,1,14,2,0,0,1,3,0,1,5,160.02,167.64,135,30,1,0,0
Dong Hyun Kim,1,0,0,23.78571429,0.51,0.5,2.285714286,0.47071428600000004,4,4,35,0,0,1,6,3,0,0,10,187.96,193.04,170,33,0,1,0
Uriah Hall,0,3,0,34.8,0.536,0.2,1.0,0.382,3,2,11,1,0,0,1,0,0,2,3,182.88,200.66,185,30,1,0,0
Mike Pyle,1,0,0,20.07142857,0.395714286,0.7857142859999999,1.071428571,0.252857143,4,5,27,0,0,1,2,4,2,0,9,182.88,187.96,170,39,1,0,0
Islam Makhachev,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,23,1,0,0
Justin Scoggins,2,0,0,31.25,0.6675,0.75,4.0,0.72,2,2,9,0,0,0,1,1,0,0,2,170.18,167.64,125,23,0,1,0
Frankie Edgar,0,3,0,64.17647059,0.428823529,0.470588235,3.2941176469999998,0.35,5,5,63,7,0,0,7,3,2,0,12,167.64,172.72,145,33,1,0,0
Gegard Mousasi,0,1,0,32.8,0.424,0.4,0.0,0.0,1,2,13,0,0,0,1,1,1,0,3,187.96,193.04,185,29,1,0,0
Mark Munoz,3,0,0,25.64285714,0.380714286,0.35714285700000004,1.357142857,0.21857142899999998,4,6,27,0,0,1,3,4,0,0,8,182.88,182.88,185,37,1,0,0
Hyun Gyu Lim,0,1,0,55.0,0.5,0.25,0.25,0.25,2,1,9,0,0,0,0,3,0,0,3,190.5,195.58,170,30,1,0,0
Phillipe Nover,3,0,0,14.0,0.34,1.333333333,0.0,0.0,0,3,7,1,0,0,0,0,0,0,0,175.26,182.88,145,31,1,0,0
Mark Eddiva,1,0,0,51.5,0.48,0.0,2.0,0.2,1,1,5,0,0,0,1,0,0,0,1,172.72,172.72,145,29,1,0,0
Tae Hyun Bang,0,1,0,30.0,0.35,0.0,0.0,0.0,1,1,6,0,0,0,0,1,0,0,1,175.26,180.34,155,32,0,0,1
Zhang Lipeng,1,0,0,19.0,0.49,1.0,2.0,0.3,2,1,9,1,0,1,1,0,0,0,2,180.34,180.34,155,25,0,1,0
Li Jingliang,1,0,0,52.0,0.34,0.0,2.0,0.29,1,1,6,0,0,1,0,0,0,0,1,182.88,180.34,170,27,1,0,0
Ning Guangyou,0,1,0,31.0,0.34,1.0,2.0,0.66,1,0,3,1,0,0,1,0,0,0,1,162.56,162.56,145,33,0,1,0
Roldan Sangcha-an,1,0,0,36.0,0.44,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,162.56,165.1,125,24,1,0,0
Nolan Ticman,1,0,0,25.0,0.47,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,167.64,175.26,125,26,1,0,0
Stipe Miocic,1,0,0,52.75,0.47375,0.0,1.25,0.38375,3,2,20,0,0,0,3,3,0,0,6,193.04,203.2,240,32,1,0,0
Brad Tavares,0,1,0,41.90909091,0.425454545,0.0,1.2727272729999999,0.276363636,5,3,30,0,0,1,6,1,0,0,8,185.42,187.96,185,27,1,0,0
Anthony Perosh,0,1,0,14.2,0.428,0.5,0.9,0.185,3,5,16,0,0,0,0,2,3,0,5,190.5,190.5,205,42,1,0,0
Jake Matthews,0,2,0,43.0,0.555,1.0,2.5,0.43,2,0,5,0,0,0,0,0,2,0,2,180.34,185.42,170,20,1,0,0
