B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Orthodox,B_Southpaw,B_Switch
Marc Diakiese,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,155,23,1,0,0
Mike Perry,0,1,0,31.0,0.62,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,177.8,180.34,170,25,1,0,0
Adriano Martins,0,3,0,10.6,0.452,0.2,0.8,0.35,3,1,8,0,0,1,0,2,1,0,4,177.8,182.88,155,33,0,1,0
John Dodson,0,1,0,37.44444444,0.423333333,0.0,0.7777777779999999,0.304444444,3,2,23,3,0,0,2,4,0,1,7,160.02,167.64,135,32,1,0,0
Alex Oliveira,0,1,0,26.16666667,0.44,0.5,1.6666666669999999,0.193333333,3,2,14,0,0,0,2,1,1,0,4,180.34,193.04,170,28,1,0,0
Zak Ottow,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,29,1,0,0
Brandon Moreno,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,125,22,1,0,0
Joachim Christensen,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,37,1,0,0
Andre Fili,1,0,0,28.16666667,0.355,0.166666667,1.8333333330000001,0.561666667,1,3,12,0,0,0,1,2,0,0,3,180.34,187.96,145,26,1,0,0
Walt Harris,0,1,0,18.0,0.32,0.0,0.0,0.0,1,3,7,0,0,0,0,1,0,0,1,195.58,195.58,250,33,0,1,0
Elizeu Zaleski dos Santos,0,1,0,64.5,0.46,0.5,0.0,0.0,1,1,6,0,0,0,0,1,0,0,1,180.34,185.42,170,29,1,0,0
Tamdan McCrory,1,0,0,18.0,0.5,1.375,1.375,0.35,1,4,16,0,0,0,1,1,2,0,4,193.04,198.12,185,29,0,0,1
Ion Cutelaba,1,0,0,24.0,0.2,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,185.42,190.5,205,22,0,1,0
Curtis Blaydes,1,0,0,24.0,0.41,0.0,2.0,0.33,0,1,2,0,0,0,0,0,0,0,0,193.04,203.2,265,25,1,0,0
Ketlen Vieira,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,135,25,1,0,0
Lina Lansberg,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,165.1,135,34,1,0,0
Phillipe Nover,1,0,0,14.8,0.354,0.8,1.2,0.1,1,4,13,1,0,1,0,0,0,0,1,175.26,182.88,145,32,1,0,0
Antonio Silva,2,0,0,16.7,0.441,0.0,0.0,0.0,2,7,17,1,0,0,0,3,0,0,3,193.04,203.2,264,37,1,0,0
Paul Felder,0,2,0,46.33333333,0.433333333,0.5,0.5,0.25,2,2,17,0,0,1,1,1,1,0,4,180.34,177.8,155,32,1,0,0
Eric Spicely,1,0,0,7.0,0.77,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,185,29,1,0,0
Mike de la Torre,0,1,0,25.4,0.41600000000000004,0.0,0.2,0.1,1,3,9,0,0,1,0,1,0,0,2,180.34,180.34,145,30,1,0,0
Michel Prazeres,0,2,0,30.83333333,0.465,0.166666667,4.0,0.313333333,2,2,18,0,0,2,2,0,0,0,4,167.64,170.18,170,35,1,0,0
Michinori Tanaka,0,1,0,33.33333333,0.40666666700000004,0.333333333,3.0,0.526666667,1,1,9,0,0,1,1,0,0,0,2,165.1,170.18,135,25,1,0,0
Dustin Ortiz,1,0,0,49.85714286,0.485714286,0.14285714300000002,2.4285714290000002,0.31857142899999996,2,3,21,0,0,2,0,2,0,0,4,165.1,165.1,125,27,1,0,0
Luan Chagas,1,0,0,46.0,0.4,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,23,1,0,0
Stevie Ray,0,3,0,32.66666667,0.5033333329999999,0.666666667,0.333333333,0.333333333,3,0,6,0,0,0,1,2,0,0,3,177.8,177.8,155,26,0,1,0
Hector Urbina,1,0,0,7.0,0.485,2.5,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,180.34,185.42,170,29,1,0,0
Gregor Gillespie,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,155,29,1,0,0
Michael Johnson,2,0,0,46.42857143,0.34428571399999996,0.0,0.5,0.375,4,6,36,1,0,0,5,3,0,0,8,177.8,185.42,145,30,0,1,0
Derek Brunson,0,4,0,21.85714286,0.467142857,0.428571429,1.571428571,0.17571428600000003,4,1,13,0,0,0,2,3,1,0,6,185.42,195.58,185,32,0,1,0
Rick Glenn,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,177.8,145,27,0,1,0
Kenny Robertson,1,0,0,37.375,0.53875,0.625,1.0,0.39,3,4,17,0,0,0,1,1,2,0,4,177.8,187.96,170,32,1,0,0
Islam Makhachev,1,0,0,18.0,0.45,0.5,1.5,0.3,1,1,3,0,0,0,0,0,1,0,1,177.8,177.8,155,24,1,0,0
Maximo Blanco,1,0,0,41.375,0.46625,0.25,1.375,0.46625,3,4,18,0,0,0,3,1,0,0,4,172.72,180.34,145,32,1,0,0
Sam Sicilia,1,0,0,22.6,0.401,0.6,1.0,0.376,2,5,20,0,0,0,2,3,0,0,5,172.72,170.18,145,30,1,0,0
Belal Muhammad,1,0,0,77.0,0.38,0.0,2.0,0.25,0,1,3,0,0,0,0,0,0,0,0,180.34,182.88,170,28,1,0,0
Leonardo Augusto Leleco,1,0,0,64.0,0.59,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,185,34,1,0,0
Joey Gomez,1,0,0,15.0,0.21,0.0,1.0,1.0,0,1,2,0,0,0,0,0,0,0,0,177.8,180.34,155,27,1,0,0
Randy Brown,1,0,0,29.0,0.48,1.0,0.5,0.125,1,1,5,0,0,0,1,0,0,0,1,190.5,198.12,170,26,1,0,0
Alistair Overeem,0,4,0,36.33333333,0.7566666670000001,0.0,0.333333333,0.27777777800000003,4,3,17,0,0,0,2,4,0,0,6,193.04,203.2,265,36,1,0,0
Travis Browne,1,0,0,21.92857143,0.480714286,0.14285714300000002,0.7142857140000001,0.34428571399999996,3,5,24,0,0,0,1,7,1,0,9,198.12,200.66,255,34,1,0,0
Mickey Gall,0,1,0,2.0,0.5,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,187.96,187.96,170,24,0,0,1
Jimmie Rivera,0,3,0,52.0,0.46666666700000003,0.0,1.0,0.166666667,3,0,7,0,0,1,1,1,0,0,3,162.56,172.72,135,27,1,0,0
Joanne Calderwood,0,2,0,81.25,0.53,0.0,2.0,0.4375,2,1,10,0,0,0,2,1,0,0,3,167.64,165.1,125,30,1,0,0
Bethe Correia,2,0,0,59.8,0.542,0.0,0.2,0.05,3,2,12,1,0,1,1,1,0,0,3,165.1,162.56,135,33,1,0,0
Caio Magalhaes,1,0,0,17.16666667,0.485,0.833333333,0.5,0.105,4,2,11,0,0,0,1,2,1,0,4,185.42,185.42,185,28,1,0,0
Michael McBride,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,155,30,1,0,0
Jason Gonzalez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,155,26,0,1,0
Sean Spencer,2,0,0,62.71428571,0.312857143,0.0,0.14285714300000002,0.071428571,2,4,21,0,0,1,2,0,0,0,3,177.8,190.5,170,29,1,0,0
Josh Barnett,1,0,0,37.66666667,0.6333333329999999,0.444444444,0.444444444,0.333333333,4,3,18,1,0,0,1,4,1,0,6,190.5,198.12,250,38,1,0,0
Jan Blachowicz,0,1,0,43.75,0.54,0.25,1.25,0.5,1,2,10,0,0,0,1,1,0,0,2,187.96,198.12,205,33,1,0,0
Ilir Latifi,0,3,0,10.71428571,0.42714285700000004,0.28571428600000004,0.857142857,0.368571429,3,2,11,0,0,0,1,3,1,0,5,177.8,185.42,205,33,1,0,0
Tae Hyun Bang,0,1,0,31.5,0.385,0.5,0.5,0.5,1,2,10,0,0,1,0,1,0,0,2,175.26,180.34,155,33,0,0,1
Jimmy Wallhead,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,170,32,1,0,0
Nicolas Dalby,2,0,0,60.66666667,0.386666667,0.0,2.666666667,0.36666666700000006,1,2,9,0,0,1,0,0,0,0,1,180.34,187.96,170,31,1,0,0
Veronica Macedo,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,162.56,162.56,125,20,0,1,0
Leandro Issa,1,0,0,28.0,0.44,1.25,1.75,0.3025,2,2,10,0,0,0,0,0,2,0,2,170.18,175.26,135,32,1,0,0
Jack Hermansson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,185,28,1,0,0
Leandro Silva,1,0,0,30.71428571,0.525714286,0.428571429,1.714285714,0.43285714299999994,2,4,18,0,0,0,2,0,1,0,3,175.26,182.88,155,30,1,0,0
Carlos Condit,1,0,0,63.41666667,0.378333333,0.75,0.5,0.15916666699999998,5,5,37,3,0,1,1,4,0,1,7,187.96,190.5,170,32,1,0,0
Charles Oliveira,0,1,0,22.66666667,0.5093333329999999,1.333333333,1.066666667,0.36466666700000006,4,6,28,0,0,0,1,0,8,0,9,177.8,187.96,155,26,1,0,0
Bec Rawlings,0,2,0,55.66666667,0.5066666670000001,0.333333333,0.333333333,0.11,2,1,7,0,0,0,1,0,1,0,2,167.64,162.56,125,27,1,0,0
Jim Miller,0,1,0,26.04347826,0.35608695700000004,1.52173913,1.173913043,0.443043478,7,8,53,0,0,1,5,3,6,0,15,172.72,180.34,155,32,0,1,0
Kevin Casey,3,0,0,24.16666667,0.493333333,0.333333333,0.5,0.11,1,5,13,0,0,0,1,0,0,0,1,180.34,195.58,185,35,0,1,0
Kyle Bochniak,1,0,0,52.0,0.4,0.0,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,170.18,177.8,145,29,1,0,0
Alessio Di Chirico,1,0,0,65.0,0.43,0.0,2.0,0.66,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,185,26,1,0,0
Felipe Silva,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,155,32,1,0,0
Thibault Gouti,2,0,0,14.5,0.21,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,177.8,182.88,155,29,1,0,0
Alessandro Ricci,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,175.26,155,34,1,0,0
Conor McGregor,1,0,0,34.625,0.4875,0.0,0.625,0.225,7,1,13,2,0,0,1,6,0,0,7,175.26,187.96,155,28,0,1,0
Glover Teixeira,0,3,0,38.1,0.46399999999999997,0.4,1.5,0.33,5,2,22,1,0,0,1,3,3,1,8,187.96,193.04,205,36,1,0,0
Donald Cerrone,0,2,0,42.904761900000004,0.49142857100000004,0.428571429,0.761904762,0.307142857,8,4,43,1,0,0,6,6,5,0,17,185.42,185.42,155,33,1,0,0
Mike Perry,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,170,24,1,0,0
Sabah Homasi,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,170,27,1,0,0
Takeya Mizugaki,0,1,0,49.66666667,0.375,0.083333333,1.333333333,0.355833333,5,4,33,0,0,3,4,1,0,0,8,170.18,172.72,135,32,1,0,0
Elizabeth Phillips,0,1,0,47.0,0.39333333299999995,0.333333333,0.666666667,0.166666667,1,2,9,0,0,0,1,0,0,0,1,167.64,165.1,135,30,1,0,0
Chris Avila,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,23,1,0,0
Cortney Casey,0,1,0,51.33333333,0.54,0.0,0.666666667,0.333333333,1,2,7,0,0,0,0,1,0,0,1,170.18,170.18,115,29,1,0,0
Lorenz Larkin,0,1,0,39.88888889,0.452222222,0.0,0.111111111,0.055555556,2,5,22,0,0,1,1,2,0,0,4,180.34,182.88,170,29,1,0,0
Max Griffin,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,193.04,170,30,1,0,0
Marvin Vettori,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,22,0,1,0
Alex Caceres,0,2,0,46.35714286,0.472857143,0.857142857,0.571428571,0.23785714300000002,2,7,36,0,0,2,3,0,2,0,7,177.8,185.42,145,28,0,1,0
Rony Jason,2,0,0,18.28571429,0.5,0.571428571,0.428571429,0.19,3,3,12,1,0,0,1,2,1,0,4,170.18,177.8,145,32,1,0,0
Chris Camozzi,0,3,0,45.375,0.485,0.375,0.25,0.109375,4,7,40,0,0,2,4,1,1,1,9,187.96,193.04,185,29,1,0,0
Zak Cummings,0,2,0,24.2,0.366,0.6,1.2,0.39799999999999996,2,1,10,0,0,0,2,1,1,0,4,182.88,190.5,185,32,0,1,0
Joe Gigliotti,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,175.26,185,22,1,0,0
Danielle Taylor,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,152.4,152.4,115,26,1,0,0
Dominique Steele,1,0,0,24.0,0.68,0.0,3.333333333,0.47333333299999997,1,2,7,0,0,0,0,1,0,0,1,177.8,187.96,170,28,1,0,0
Marcin Tybura,1,0,0,48.0,0.47,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,190.5,198.12,249,30,1,0,0
Jason Novelli,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,155,37,1,0,0
Horacio Gutierrez,1,0,0,10.0,0.26,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,177.8,175.26,145,25,1,0,0
Tatsuya Kawajiri,1,0,0,22.6,0.6,0.4,3.0,0.324,2,2,14,0,0,0,2,0,1,0,3,170.18,175.26,145,38,1,0,0
Justin Ledet,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,205,27,1,0,0
Tyron Woodley,0,2,0,25.28571429,0.551428571,0.0,0.428571429,0.14285714300000002,2,2,14,0,0,1,0,4,0,0,5,175.26,187.96,170,34,1,0,0
Karolina Kowalkiewicz,0,2,0,92.5,0.42,0.0,0.0,0.0,2,0,6,0,0,0,2,0,0,0,2,160.02,162.56,115,30,1,0,0
Jake Ellenberger,2,0,0,21.9375,0.394375,0.25,1.375,0.425,6,7,35,0,0,1,2,4,1,1,9,175.26,180.34,170,31,1,0,0
Erik Perez,0,1,0,27.85714286,0.502857143,0.14285714300000002,2.0,0.331428571,3,2,14,0,0,0,2,2,1,0,5,172.72,172.72,135,26,1,0,0
Fredy Serrano,0,2,0,11.5,0.4,0.0,1.5,0.375,2,0,4,0,0,0,0,2,0,0,2,160.02,165.1,125,36,1,0,0
Ed Herman,0,1,0,27.22222222,0.498888889,0.7222222220000001,1.6666666669999999,0.43722222200000005,3,8,39,1,0,1,2,3,4,0,10,185.42,195.58,205,35,1,0,0
Jorge Masvidal,2,0,0,52.1,0.498,0.7,1.4,0.395,3,4,29,0,0,0,4,1,1,0,6,180.34,187.96,170,31,1,0,0
Damian Grabowski,1,0,0,1.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,241,36,1,0,0
Hector Sandoval,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,157.48,162.56,125,30,1,0,0
Damien Brown,1,0,0,15.0,0.6,1.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,177.8,172.72,155,31,1,0,0
Valentina Shevchenko,1,0,0,30.0,0.565,0.0,2.5,0.72,1,1,6,0,0,1,0,0,0,0,1,165.1,167.64,125,28,0,1,0
Gilbert Melendez,2,0,0,50.75,0.305,0.0,0.75,0.53,1,3,13,2,0,0,1,0,0,0,1,175.26,185.42,145,34,1,0,0
Bojan Mihajlovic,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,205,36,1,0,0
Kailin Curran,0,1,0,43.33333333,0.47,0.666666667,2.666666667,0.833333333,1,2,8,0,0,0,0,0,1,0,1,162.56,165.1,115,25,1,0,0
Eddie Wineland,2,0,0,38.625,0.25875,0.0,0.25,0.16625,2,5,19,1,0,1,0,2,0,0,3,170.18,175.26,135,32,1,0,0
Godofredo Pepey,0,3,0,12.71428571,0.37285714299999995,0.571428571,0.14285714300000002,0.071428571,3,3,11,1,0,1,0,1,2,0,4,170.18,185.42,145,29,1,0,0
Alexander Yakovlev,0,2,0,28.0,0.545,0.0,1.25,0.475,2,2,10,0,0,0,1,1,0,0,2,190.5,187.96,155,32,0,1,0
JC Cottrell,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,155,26,1,0,0
James Moontasri,0,1,0,21.0,0.4675,0.25,0.0,0.0,1,2,7,0,0,0,0,1,1,0,2,177.8,180.34,170,28,0,0,1
Jason Knight,1,0,0,28.0,0.66,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,145,24,1,0,0
Dmitrii Smoliakov,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,253,33,0,0,1
John Lineker,0,4,0,56.8,0.41600000000000004,0.6,0.5,0.2,4,2,23,0,0,0,3,4,1,0,8,160.02,170.18,135,26,1,0,0
Lando Vannata,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,155,24,1,0,0
Josh Samman,1,0,0,17.25,0.545,0.25,0.75,0.25,3,1,8,0,0,0,0,2,1,0,3,190.5,200.66,185,28,1,0,0
Daniel Omielanczuk,0,2,0,37.4,0.6920000000000001,0.2,0.6,0.146,2,2,13,0,1,0,0,2,0,0,3,182.88,187.96,247,33,0,1,0
Keita Nakamura,1,0,0,30.2,0.366,0.6,1.8,0.5,1,4,15,0,0,0,0,0,1,0,1,180.34,185.42,170,32,0,1,0
Ben Nguyen,0,2,0,19.0,0.53,1.0,0.0,0.0,2,0,2,0,0,0,0,1,1,0,2,165.1,165.1,125,27,0,0,1
Katlyn Chookagian,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,125,27,1,0,0
Sam Alvey,2,0,0,21.33333333,0.558333333,0.0,0.0,0.0,3,3,10,0,0,0,0,3,0,0,3,187.96,190.5,205,30,0,1,0
Cristina Stanciu,1,0,0,39.0,0.51,2.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,160.02,162.56,115,22,1,0,0
Cody Pfister,1,0,0,10.66666667,0.38,0.0,2.333333333,0.57,1,2,7,0,0,0,1,0,0,0,1,177.8,185.42,155,26,1,0,0
Matthew Lopez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.26,135,29,0,1,0
Alex Nicholson,1,0,0,16.0,0.31,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,193.04,205.74,185,26,1,0,0
Amanda Nunes,0,3,0,21.16666667,0.583333333,0.5,1.0,0.303333333,3,1,10,0,0,0,1,3,1,0,5,172.72,175.26,145,28,1,0,0
Anderson Silva,4,0,0,34.0,0.6695,0.3,0.15,0.15,16,4,49,13,0,0,2,11,3,0,16,187.96,195.58,185,41,0,1,0
Frankie Edgar,0,5,0,62.47368421,0.42157894700000004,0.42105263200000004,3.210526316,0.333157895,5,5,69,7,0,0,8,4,2,0,14,167.64,172.72,145,34,1,0,0
Travis Browne,0,1,0,23.15384615,0.500769231,0.153846154,0.7692307690000001,0.37076923100000003,3,4,23,0,0,0,1,7,1,0,9,198.12,200.66,255,33,1,0,0
Julianna Pena,0,3,0,34.66666667,0.47666666700000004,1.0,2.0,0.833333333,3,0,5,1,0,0,1,2,0,0,3,167.64,175.26,135,26,1,0,0
Kelvin Gastelum,1,0,0,41.5,0.42625,0.25,1.125,0.395,5,2,21,1,0,2,1,1,2,0,6,175.26,180.34,185,24,0,1,0
Raphael Assuncao,0,7,0,47.75,0.455,0.25,1.375,0.2875,7,1,20,0,0,1,4,1,1,0,7,165.1,167.64,135,33,1,0,0
Enrique Marin,1,0,0,27.0,0.28,0.0,1.0,0.33,0,1,3,1,0,0,0,0,0,0,0,177.8,187.96,170,29,1,0,0
Joe Lauzon,1,0,0,19.45,0.4245,1.3,1.2,0.4,3,8,39,0,0,0,1,3,7,1,12,177.8,180.34,155,32,1,0,0
Thiago Santos,0,4,0,20.28571429,0.458571429,0.0,0.14285714300000002,0.071428571,4,2,11,0,0,0,1,4,0,0,5,187.96,193.04,205,32,1,0,0
Takanori Gomi,2,0,0,36.4,0.319,0.0,0.1,0.05,2,6,20,0,0,1,1,2,0,0,4,170.18,177.8,155,37,0,1,0
Claudia Gadelha,0,1,0,69.33333333,0.41333333299999997,1.0,5.333333333,0.7533333329999999,1,1,9,0,0,0,2,0,0,0,2,162.56,160.02,115,27,1,0,0
Khalil Rountree Jr.,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,205,26,0,1,0
Amanda Cooper,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,160.02,162.56,115,24,0,0,1
Will Brooks,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,29,1,0,0
Thiago Tavares,0,1,0,19.23529412,0.429411765,0.9411764709999999,2.352941176,0.464705882,2,7,37,0,0,0,4,1,5,0,10,170.18,172.72,145,31,1,0,0
Andrew Holbrook,0,1,0,20.0,0.51,2.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,180.34,177.8,155,30,0,1,0
Fernando Bruno,1,0,0,20.0,0.62,0.0,2.0,0.18,0,1,3,1,0,0,0,0,0,0,0,167.64,177.8,145,34,0,1,0
Matheus Nicolau,0,1,0,46.0,0.59,3.0,3.0,0.75,1,0,3,0,0,0,0,0,1,0,1,167.64,167.64,125,23,1,0,0
Josh Stansbury,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,205,31,1,0,0
Anthony Smith,0,1,0,31.0,0.41,0.0,1.0,0.2,1,1,4,0,0,0,1,0,0,0,1,193.04,193.04,205,27,1,0,0
Kevin Lee,0,1,0,43.85714286,0.358571429,1.0,2.142857143,0.348571429,4,2,17,0,0,1,3,0,1,0,5,175.26,195.58,170,23,1,0,0
Anton Zafir,1,0,0,17.0,0.68,0.0,1.0,0.33,0,1,1,0,0,0,0,0,0,0,0,180.34,182.88,170,29,1,0,0
Eddie Alvarez,0,2,0,40.33333333,0.42666666700000005,0.0,3.0,0.223333333,2,1,9,0,0,2,0,0,0,0,2,175.26,175.26,155,32,1,0,0
Derrick Lewis,0,3,0,20.0,0.60875,0.0,0.375,0.3125,3,2,12,0,0,0,0,6,0,0,6,190.5,200.66,260,31,1,0,0
Belal Muhammad,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,27,1,0,0
Mitch Clarke,1,0,0,27.4,0.336,0.4,0.6,0.07400000000000001,2,3,13,0,0,0,1,0,1,0,2,177.8,185.42,155,30,1,0,0
Alberto Mina,0,2,0,51.5,0.515,0.0,1.0,0.065,2,0,4,0,0,1,0,1,0,0,2,182.88,195.58,170,34,1,0,0
Mehdi Baghdad,1,0,0,1.0,0.2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,155,31,1,0,0
Dileno Lopes,1,0,0,46.0,0.42,3.0,3.0,0.75,0,1,3,1,0,0,0,0,0,0,0,165.1,165.1,135,31,0,1,0
Pedro Munhoz,2,0,0,31.25,0.56,0.75,0.5,0.25,1,3,8,0,0,0,0,1,0,0,1,167.64,165.1,135,29,1,0,0
Jerrod Sanders,0,1,0,6.0,0.6133333329999999,1.0,1.0,0.123333333,1,2,5,0,0,0,1,0,0,0,1,172.72,182.88,135,36,1,0,0
Lukasz Sajewski,1,0,0,26.0,0.3,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,155,25,1,0,0
Reginaldo Vieira,0,1,0,59.0,0.56,2.0,0.0,0.0,1,0,3,1,0,0,1,0,0,0,1,170.18,165.1,135,33,1,0,0
Alvaro Herrera,0,1,0,4.0,0.44,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,182.88,187.96,155,26,1,0,0
Stephen Thompson,0,6,0,40.375,0.52,0.0,0.625,0.22875,6,1,15,0,0,0,2,5,0,0,7,182.88,190.5,170,33,1,0,0
Patrick Cote,0,3,0,30.10526316,0.46,0.21052631600000002,0.526315789,0.14,4,9,47,2,0,1,4,4,0,0,10,180.34,180.34,170,36,1,0,0
Sean O'Connell,1,0,0,42.2,0.47600000000000003,0.4,0.0,0.0,2,3,9,0,0,0,0,2,0,0,2,185.42,187.96,205,32,1,0,0
Thibault Gouti,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.88,155,29,1,0,0
Joanne Calderwood,0,1,0,70.0,0.523333333,0.0,1.6666666669999999,0.41666666700000005,1,1,7,0,0,0,2,0,0,0,2,167.64,165.1,125,30,1,0,0
Leandro Silva,0,2,0,28.0,0.535,0.5,1.6666666669999999,0.395,2,3,15,0,0,0,2,0,1,0,3,175.26,182.88,155,30,1,0,0
Ion Cutelaba,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,205,22,0,1,0
Krzysztof Jotko,0,3,0,40.6,0.484,0.0,1.2,0.382,3,1,14,0,0,1,3,0,0,0,4,185.42,195.58,185,26,0,1,0
Joe Soto,3,0,0,44.66666667,0.35,1.333333333,0.333333333,0.11,0,3,9,1,0,0,0,0,0,0,0,167.64,165.1,135,29,1,0,0
Sam Alvey,1,0,0,20.8,0.56,0.0,0.0,0.0,3,2,7,0,0,0,0,3,0,0,3,187.96,190.5,205,30,0,1,0
Jocelyn Jones-Lybarger,1,0,0,29.0,0.27,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,170.18,162.56,115,30,1,0,0
