B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Orthodox,B_Southpaw,B_Switch
Henry Martinez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,155,28,0,1,0
Michael Kuiper,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,22,1,0,0
Stephen Thompson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,28,1,0,0
Phil Davis,0,5,0,39.2,0.544,0.8,2.6,0.612,5,0,12,0,0,0,3,0,2,0,5,187.96,200.66,205,27,1,0,0
Michael Bisping,0,4,0,49.73333333,0.42066666700000005,0.333333333,1.4,0.40333333299999996,4,3,34,1,0,1,3,8,0,0,12,185.42,190.5,185,32,1,0,0
Chris Weidman,0,3,0,18.33333333,0.443333333,0.666666667,2.333333333,0.8733333329999999,3,0,5,0,0,0,1,0,2,0,3,187.96,198.12,185,27,1,0,0
Nik Lentz,2,0,0,39.5,0.485,2.0,3.125,0.3175,4,3,23,0,0,1,3,0,1,0,5,172.72,172.72,155,27,1,0,0
Jon Olav Einemo,1,0,0,34.0,0.48,0.0,1.0,0.25,0,1,2,0,0,0,0,0,0,0,0,198.12,206.0,253,36,1,0,0
George Roop,1,0,0,37.66666667,0.33166666699999997,0.0,0.5,0.333333333,1,4,15,0,0,1,0,1,0,0,2,185.42,182.88,135,30,1,0,0
Eric Wisely,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,178.0,145,27,0,1,0
Shane Roller,2,0,0,12.33333333,0.15666666699999998,0.666666667,0.333333333,0.11,1,2,6,0,0,0,0,1,0,0,1,177.8,182.88,155,32,1,0,0
Lavar Johnson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,208.28,240,34,1,0,0
Dustin Jacoby,1,0,0,18.0,0.25,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,193.04,198.12,185,23,1,0,0
Jim Miller,1,0,0,25.81818182,0.327272727,2.363636364,1.636363636,0.44,7,2,28,0,0,0,4,2,3,0,9,172.72,180.34,155,28,0,1,0
Josh Neer,0,1,0,35.09090909,0.396363636,1.0909090909999999,0.818181818,0.234545455,2,6,27,0,0,0,2,0,2,1,5,180.34,182.88,170,28,1,0,0
Jared Papazian,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,135,23,0,1,0
Christian Morecraft,1,0,0,25.0,0.38333333299999994,1.0,1.333333333,0.72,1,2,6,0,0,0,0,0,1,0,1,198.12,205.74,260,25,1,0,0
Eric Schafer,3,0,0,16.875,0.49875,1.125,0.875,0.19125,2,5,15,0,0,0,0,1,2,0,3,190.5,190.5,185,34,1,0,0
Khabib Nurmagomedov,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,23,1,0,0
Daniel Roberts,2,0,0,7.666666667,0.226666667,1.333333333,1.8333333330000001,0.591666667,3,3,12,0,0,1,0,0,2,0,3,177.8,187.96,170,31,0,1,0
Tommy Hayden,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,145,25,0,1,0
Pat Schilling,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,145,23,1,0,0
Nick Denis,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,178.0,135,28,1,0,0
Chad Mendes,0,2,0,45.5,0.465,0.0,4.5,0.7,2,0,6,0,0,0,2,0,0,0,2,167.64,167.64,145,26,1,0,0
Anthony Johnson,0,2,0,20.9,0.503,0.5,1.3,0.313,3,3,18,0,0,0,1,6,0,0,7,187.96,198.12,205,27,1,0,0
Mike Massenzio,0,1,0,20.6,0.37,1.0,1.8,0.35,1,3,11,0,0,0,1,0,1,0,2,187.96,185.42,185,29,0,1,0
Carlo Prater,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,155,30,0,0,1
Terry Etim,0,1,0,21.11111111,0.471111111,1.111111111,0.111111111,0.111111111,4,3,19,0,0,0,1,1,4,0,6,185.42,185.42,155,26,1,0,0
Sam Stout,0,2,0,56.36363636,0.269090909,0.090909091,0.181818182,0.13636363599999998,2,5,29,0,0,2,3,1,0,0,6,175.26,177.8,155,27,1,0,0
Ednaldo Oliveira,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,195.58,200.66,205,27,1,0,0
Michihiro Omigawa,0,1,0,30.4,0.384,1.6,1.4,0.48,1,4,15,0,0,0,1,0,0,0,1,167.64,172.72,145,36,1,0,0
Mike Pyle,1,0,0,21.71428571,0.384285714,1.142857143,1.428571429,0.22,3,3,16,0,0,0,2,0,2,0,4,182.88,187.96,170,36,1,0,0
Antonio Carvalho,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,145,32,1,0,0
Alistair Overeem,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,265,31,1,0,0
Donald Cerrone,0,4,0,40.5,0.495,0.5,0.75,0.1875,4,0,7,0,0,0,1,1,2,0,4,185.42,185.42,155,28,1,0,0
Johny Hendricks,0,2,0,31.71428571,0.582857143,0.7142857140000001,3.142857143,0.302857143,4,1,16,0,1,1,1,3,0,0,6,175.26,175.26,185,28,0,1,0
Alexander Gustafsson,0,3,0,15.0,0.314,1.0,0.6,0.23199999999999998,3,1,7,0,0,0,0,2,2,0,4,195.58,200.66,205,24,1,0,0
Jimy Hettes,0,1,0,2.0,0.28,2.0,5.0,0.55,1,0,2,0,0,0,0,0,1,0,1,175.26,180.34,145,24,0,1,0
Junior Assuncao,0,1,0,25.0,0.4875,0.5,1.0,0.2175,1,2,7,0,0,0,1,0,1,0,2,175.26,182.88,145,30,1,0,0
Danny Castillo,0,1,0,33.0,0.6333333329999999,0.0,3.0,0.566666667,1,1,7,0,0,0,1,1,0,0,2,175.26,180.34,155,32,1,0,0
Sean Pierson,1,0,0,57.5,0.325,0.5,0.5,0.165,1,1,4,0,0,0,1,0,0,0,1,182.88,193.04,170,35,0,1,0
Efrain Escudero,1,0,0,28.0,0.354,0.4,1.6,0.374,2,2,13,1,0,0,2,1,0,0,3,175.26,177.8,155,25,1,0,0
Diego Nunes,1,0,0,48.0,0.435,0.0,1.0,0.5,1,1,6,0,0,1,0,0,0,0,1,167.64,170.18,145,29,1,0,0
Lyoto Machida,0,1,0,36.81818182,0.5890909089999999,0.727272727,1.0909090909999999,0.42272727299999996,8,2,28,3,0,0,5,3,1,0,9,185.42,187.96,185,33,0,1,0
Minotauro Nogueira,0,1,0,23.0,0.323333333,1.0,1.0,0.163333333,2,2,13,2,0,0,2,1,1,0,4,190.5,195.58,240,35,1,0,0
Rogerio Nogueira,2,0,0,18.25,0.3,0.25,0.25,0.25,2,2,10,0,0,1,0,1,0,0,2,187.96,190.5,205,35,0,1,0
Brian Ebersole,0,2,0,25.5,0.655,0.5,2.0,0.25,2,0,4,0,0,0,1,1,0,0,2,182.88,185.42,170,31,0,1,0
Chan Sung Jung,0,1,0,30.0,0.3,1.0,1.0,0.5,1,0,2,0,0,0,0,0,1,0,1,170.18,182.88,145,24,1,0,0
Igor Pokrajac,0,1,0,20.0,0.446,0.2,1.0,0.332,1,3,11,0,0,0,0,1,1,0,2,182.88,193.04,205,32,1,0,0
Costas Philippou,0,1,0,29.0,0.425,0.5,1.0,0.33,1,1,6,0,0,1,0,0,0,0,1,180.34,185.42,185,32,1,0,0
Dennis Hallman,1,0,0,9.25,0.3025,1.375,1.125,0.29,2,5,18,1,0,0,1,1,1,0,3,175.26,182.88,155,36,1,0,0
Yves Jabouin,0,1,0,26.5,0.385,0.0,1.0,0.165,1,1,4,0,0,1,0,0,0,0,1,170.18,172.72,135,32,1,0,0
Nik Lentz,1,0,0,43.71428571,0.508571429,1.857142857,3.571428571,0.362857143,4,2,20,0,0,1,3,0,1,0,5,172.72,172.72,155,27,1,0,0
Jake Hecht,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,27,1,0,0
John Cholish,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,155,27,1,0,0
Jason Miller,1,0,0,16.0,0.39,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,185.42,182.88,185,30,1,0,0
Dennis Bermudez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,155,24,1,0,0
John Dodson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,160.02,167.64,135,27,1,0,0
Yves Edwards,0,1,0,25.07142857,0.500714286,0.7142857140000001,0.28571428600000004,0.214285714,6,5,31,0,0,1,2,4,2,0,9,175.26,185.42,155,35,0,1,0
Johnny Bedford,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,135,28,1,0,0
Stephen Bass,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.0,145,29,1,0,0
John Albert,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,135,25,1,0,0
Josh Ferguson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,167.64,125,23,1,0,0
Josh Clopton,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,145,30,1,0,0
Dustin Neace,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.0,145,25,1,0,0
Dan Henderson,0,3,0,35.14285714,0.508571429,0.571428571,1.714285714,0.48,3,2,19,3,0,2,2,1,0,0,5,180.34,187.96,185,41,1,0,0
Cung Le,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,185,39,0,1,0
Brian Bowles,0,2,0,24.0,0.32,0.5,1.0,1.0,2,0,4,0,0,0,1,0,1,0,2,170.18,177.8,135,31,1,0,0
Martin Kampmann,2,0,0,30.08333333,0.4575,1.5833333330000001,0.75,0.360833333,4,4,23,0,0,1,2,1,4,0,8,182.88,182.88,170,29,1,0,0
Kyle Kingsbury,0,4,0,43.6,0.44799999999999995,0.0,3.2,0.27399999999999997,4,1,13,0,0,1,2,1,0,0,4,193.04,193.04,205,29,1,0,0
Jason Brilz,2,0,0,30.66666667,0.536666667,1.0,1.8333333330000001,0.371666667,2,3,15,0,0,0,2,1,0,0,3,180.34,180.34,205,36,1,0,0
Alex Soto,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,180.34,135,27,0,1,0
Chris Weidman,0,2,0,26.0,0.415,0.5,3.0,0.81,2,0,4,0,0,0,1,0,1,0,2,187.96,198.12,185,27,1,0,0
Rafael Dos Anjos,0,1,0,24.71428571,0.34,1.142857143,2.0,0.33571428600000003,3,3,18,0,0,0,2,1,1,0,4,172.72,177.8,170,27,0,1,0
Nick Pace,1,0,0,24.5,0.33,1.0,4.5,0.635,1,1,6,0,0,0,0,0,1,0,1,170.18,172.72,135,24,1,0,0
Seth Baczynski,0,1,0,31.5,0.44,2.0,0.0,0.0,1,1,5,0,0,0,0,0,1,0,1,190.5,187.96,170,30,1,0,0
Shamar Bailey,1,0,0,34.0,0.315,0.0,2.5,0.275,1,1,6,0,0,0,1,0,0,0,1,175.26,190.5,155,29,0,1,0
Junior Dos Santos,0,7,0,48.71428571,0.52,0.0,0.428571429,0.214285714,7,0,13,0,0,0,2,5,0,0,7,193.04,195.58,238,27,1,0,0
Benson Henderson,0,2,0,60.5,0.465,1.0,5.0,0.875,2,0,6,0,0,0,2,0,0,0,2,175.26,177.8,170,27,0,1,0
Pablo Garza,0,2,0,14.5,0.48,0.5,0.0,0.0,2,0,2,0,0,0,0,1,1,0,2,185.42,185.42,145,28,1,0,0
Ricardo Lamas,0,1,0,16.0,0.5,0.0,1.0,0.33,1,0,1,0,0,0,0,1,0,0,1,172.72,180.34,145,29,1,0,0
Clay Harvison,1,0,0,34.5,0.48,1.0,0.5,0.5,1,1,5,0,0,1,0,0,0,0,1,185.42,187.96,170,31,1,0,0
Darren Uyenoyama,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,162.56,125,32,1,0,0
Cole Escovedo,2,0,0,29.0,0.5,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,170.18,182.88,135,30,1,0,0
Paul Bradley,1,0,0,13.0,0.19,0.0,3.0,0.25,0,1,3,0,0,0,0,0,0,0,0,175.26,183.0,170,28,1,0,0
Matt Lucas,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.0,205,38,1,0,0
Mark Munoz,0,3,0,31.0,0.47625,0.375,1.125,0.25125,3,2,17,0,0,1,2,3,0,0,6,182.88,182.88,185,33,1,0,0
Renan Barao,0,1,0,46.0,0.52,0.0,6.0,0.85,1,0,3,0,0,0,1,0,0,0,1,167.64,177.8,135,24,1,0,0
Papy Abedi,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,185,33,0,1,0
Anthony Perosh,0,1,0,18.0,0.45,0.25,1.0,0.13,1,3,7,0,0,0,0,0,1,0,1,190.5,190.5,205,39,1,0,0
Edward Faaloloto,1,0,0,17.0,0.39,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,185.42,177.8,155,27,0,1,0
Justin Edwards,0,1,0,41.5,0.51,1.0,4.5,0.25,1,1,6,0,0,0,1,0,0,0,1,177.8,177.8,155,28,1,0,0
Philip De Fries,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,195.58,208.28,250,25,1,0,0
Jason Young,1,0,0,57.0,0.35,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,175.26,185.42,145,25,1,0,0
Che Mills,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,170,29,1,0,0
Vaughan Lee,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,29,1,0,0
Nick Diaz,0,2,0,32.1,0.435,1.2,1.3,0.29600000000000004,2,4,24,0,0,0,0,4,2,0,6,185.42,193.04,185,28,0,1,0
Matt Mitrione,0,5,0,37.4,0.5479999999999999,0.8,0.0,0.0,5,0,10,0,0,0,1,4,0,0,5,190.5,200.66,265,33,0,0,1
Roy Nelson,2,0,0,19.5,0.405,0.0,0.25,0.125,2,2,8,1,0,0,0,2,0,0,2,182.88,182.88,263,35,1,0,0
Jeff Curran,1,0,0,9.0,0.6,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,167.64,175.26,135,34,1,0,0
George Roop,0,1,0,38.2,0.332,0.0,0.2,0.2,1,3,12,0,0,1,0,1,0,0,2,185.42,182.88,135,29,1,0,0
Donald Cerrone,0,3,0,51.0,0.53,0.333333333,1.0,0.25,3,0,6,0,0,0,1,1,1,0,3,185.42,185.42,155,28,1,0,0
Bart Palaszewski,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,145,28,1,0,0
Eliot Marshall,2,0,0,20.4,0.3,0.4,0.2,0.2,3,2,11,0,0,1,1,0,1,0,3,187.96,195.58,205,31,1,0,0
Danny Downes,1,0,0,32.0,0.36,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,155,25,1,0,0
Francis Carmont,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,205,30,1,0,0
Clifford Starks,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,185,30,1,0,0
Gray Maynard,1,0,0,27.7,0.391,0.8,3.0,0.591,8,2,29,1,0,2,5,1,0,0,8,175.26,177.8,155,32,1,0,0
Kenny Florian,0,1,0,25.875,0.4525,0.8125,1.5625,0.445,6,4,37,3,0,0,2,2,7,1,12,177.8,187.96,145,35,0,1,0
Brian Stann,0,3,0,30.42857143,0.435714286,0.428571429,0.0,0.0,3,2,16,0,0,0,2,2,1,0,5,185.42,187.96,205,31,1,0,0
Nam Phan,2,0,0,70.0,0.375,0.5,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,167.64,177.8,135,28,1,0,0
Joe Lauzon,0,1,0,13.0,0.49,1.9,1.6,0.532,3,3,17,0,0,0,0,2,5,0,7,177.8,180.34,155,27,1,0,0
Jorge Santiago,3,0,0,10.75,0.4125,0.75,0.5,0.5,1,3,8,0,0,0,0,1,0,0,1,185.42,187.96,170,30,1,0,0
Jeremy Stephens,0,2,0,32.91666667,0.4625,0.666666667,1.25,0.40416666700000003,2,5,31,0,0,1,2,3,0,1,7,172.72,180.34,145,25,1,0,0
Stipe Miocic,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,240,29,1,0,0
Darren Elkins,0,1,0,26.0,0.09,0.0,1.0,0.583333333,1,1,5,0,0,0,1,1,0,0,2,177.8,180.34,145,27,1,0,0
Eric Schafer,2,0,0,17.28571429,0.551428571,1.285714286,1.0,0.21857142899999998,2,4,12,0,0,0,0,1,2,0,3,190.5,190.5,185,34,1,0,0
Mike Massenzio,3,0,0,6.25,0.345,1.25,2.0,0.415,1,3,8,0,0,0,0,0,1,0,1,187.96,185.42,185,28,0,1,0
Demetrious Johnson,0,2,0,25.5,0.465,0.0,7.5,0.83,2,0,6,0,0,0,2,0,0,0,2,160.02,167.64,125,25,1,0,0
Stefan Struve,1,0,0,13.0,0.48,2.0,0.25,0.25,3,3,12,0,1,0,0,2,2,0,5,210.82,213.36,265,23,1,0,0
Charlie Brenneman,0,2,0,19.75,0.5125,0.0,4.0,0.5125,2,1,11,0,0,0,3,0,0,0,3,177.8,182.88,155,30,1,0,0
Mac Danzig,0,1,0,27.5,0.47375,0.5,0.875,0.41625,2,4,17,1,0,0,1,1,2,0,4,172.72,177.8,155,31,1,0,0
Rafaello Oliveira,2,0,0,28.5,0.33,1.0,2.5,0.355,1,3,11,0,0,0,1,0,0,0,1,172.72,180.34,155,29,1,0,0
Paul Sass,0,1,0,2.0,0.5,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,182.88,185.42,155,23,1,0,0
Byron Bloodworth,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,135,28,1,0,0
TJ Grant,1,0,0,29.0,0.513333333,0.166666667,1.5,0.323333333,1,3,16,0,0,1,1,1,0,0,3,177.8,182.88,155,27,1,0,0
Keith Wisniewski,1,0,0,14.0,0.35,0.0,3.0,0.6,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,29,1,0,0
Joseph Sandoval,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,168.0,135,25,0,1,0
Rampage Jackson,0,2,0,36.66666667,0.49,0.0,0.5555555560000001,0.257777778,3,2,26,3,0,1,3,3,0,0,7,185.42,185.42,205,33,1,0,0
Josh Koscheck,1,0,0,17.66666667,0.399444444,0.38888888899999996,1.888888889,0.531111111,5,5,40,1,0,0,5,5,3,0,13,177.8,185.42,170,33,1,0,0
Mark Hunt,0,1,0,8.0,0.285,0.0,0.5,0.5,1,1,3,0,0,0,0,1,0,0,1,177.8,182.88,265,37,1,0,0
Rob Broughton,0,1,0,67.0,0.67,6.0,0.0,0.0,1,0,3,0,0,0,0,0,1,0,1,187.96,187.96,265,28,1,0,0
Takanori Gomi,1,0,0,13.0,0.223333333,0.0,0.0,0.0,1,2,6,0,0,0,0,1,0,0,1,170.18,177.8,155,33,0,1,0
Aaron Riley,0,1,0,39.57142857,0.39,0.14285714300000002,1.142857143,0.324285714,1,4,16,0,0,0,3,0,0,0,3,172.72,175.26,155,30,0,1,0
Tim Boetsch,0,1,0,26.57142857,0.508571429,0.28571428600000004,1.571428571,0.214285714,1,3,15,0,0,0,2,2,0,0,4,182.88,187.96,185,30,1,0,0
Eddie Yagin,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.0,145,32,1,0,0
Cole Escovedo,1,0,0,29.0,0.44,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,170.18,182.88,135,30,1,0,0
Ricardo Romero,1,0,0,10.0,0.48,1.0,0.5,0.07,1,1,3,0,0,0,0,0,1,0,1,182.88,193.04,205,33,1,0,0
Jake Ellenberger,0,4,0,23.0,0.44,0.6,2.8,0.812,4,1,12,0,0,1,0,2,0,1,4,175.26,180.34,170,26,1,0,0
Dongi Yang,0,1,0,54.0,0.66,1.0,2.0,0.8,1,1,5,0,0,0,0,1,0,0,1,177.8,180.34,185,26,0,1,0
Erik Koch,0,1,0,4.0,0.22,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,177.8,180.34,155,22,0,1,0
Jason MacDonald,0,1,0,10.58333333,0.5575,0.916666667,0.666666667,0.193333333,2,6,21,0,0,0,0,2,4,0,6,190.5,203.2,185,36,1,0,0
Vagner Rocha,1,0,0,46.0,0.43,0.0,1.0,0.14,0,1,3,0,0,0,0,0,0,0,0,177.8,185.42,155,29,1,0,0
Shamar Bailey,0,1,0,33.0,0.47,0.0,5.0,0.55,1,0,3,0,0,0,1,0,0,0,1,175.26,190.5,155,28,0,1,0
Lance Benoist,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,23,0,1,0
Donny Walker,1,0,0,31.0,0.37,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,175.26,180.0,135,31,1,0,0
Seth Baczynski,1,0,0,22.0,0.5,3.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,190.5,187.96,170,29,1,0,0
Mike Stumpf,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,170,25,1,0,0
Mike Lullo,1,0,0,12.0,0.26,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,178.0,145,32,1,0,0
Jorge Lopez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,183.0,170,22,1,0,0
Yushin Okami,0,3,0,29.91666667,0.40083333299999996,0.666666667,1.5833333330000001,0.425,4,2,34,0,0,1,5,3,0,1,10,187.96,190.5,170,30,0,1,0
Forrest Griffin,0,2,0,54.46153846,0.376153846,0.615384615,0.7692307690000001,0.225384615,3,4,33,3,0,1,5,1,2,0,9,190.5,195.58,205,32,1,0,0
Edson Barboza,0,2,0,44.5,0.46,0.0,2.0,1.0,2,0,6,0,0,0,1,1,0,0,2,180.34,190.5,155,25,1,0,0
Brendan Schaub,0,4,0,28.0,0.502,0.0,0.8,0.1,4,1,9,1,0,0,1,3,0,0,4,193.04,198.12,245,28,1,0,0
Stanislav Nedkov,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,205,29,1,0,0
Spencer Fisher,1,0,0,37.93333333,0.46799999999999997,0.666666667,0.6,0.18666666699999998,3,6,37,0,0,0,4,2,2,1,9,170.18,177.8,155,35,0,1,0
Dan Miller,1,0,0,18.11111111,0.307777778,1.222222222,1.5555555559999998,0.27,3,4,22,0,0,1,1,0,3,0,5,185.42,187.96,185,30,1,0,0
David Mitchell,1,0,0,13.0,0.72,6.0,2.0,0.66,0,1,3,0,0,0,0,0,0,0,0,182.88,193.04,170,31,1,0,0
Johnny Eduardo,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,135,33,1,0,0
Luis Ramos,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,183.0,170,30,1,0,0
Felipe Arantes,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,185.42,135,23,1,0,0
Ian Loveland,1,0,0,44.5,0.445,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,172.72,178.0,145,27,1,0,0
Chris Lytle,1,0,0,36.36842105,0.43789473700000003,1.5789473680000001,0.473684211,0.28,4,10,45,1,0,0,3,1,5,0,9,180.34,172.72,170,36,1,0,0
Benson Henderson,0,1,0,56.0,0.44,0.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,170,27,0,1,0
Charles Oliveira,2,0,0,18.5,0.5675,1.5,0.75,0.18,2,2,7,0,0,0,0,0,2,0,2,177.8,187.96,155,21,1,0,0
Duane Ludwig,0,1,0,28.2,0.47,0.0,0.0,0.0,2,2,9,0,0,1,1,1,0,0,3,177.8,177.8,170,33,1,0,0
Jared Hamman,1,0,0,51.33333333,0.39666666700000003,0.0,0.666666667,0.333333333,1,2,7,0,0,0,1,0,0,0,1,190.5,190.5,185,29,1,0,0
Eddie Wineland,1,0,0,11.0,0.15,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,170.18,175.26,135,27,1,0,0
Kyle Noke,0,3,0,26.33333333,0.536666667,1.0,1.333333333,0.583333333,3,0,5,0,0,0,0,1,2,0,3,185.42,193.04,170,31,0,1,0
Karlos Vemola,0,1,0,17.0,0.4,0.5,1.0,0.5,1,1,4,0,0,0,0,1,0,0,1,182.88,190.5,185,26,1,0,0
Alex Caceres,1,0,0,2.0,0.28,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,177.8,185.42,145,23,0,1,0
TJ O'Brien,1,0,0,32.0,0.46,0.0,1.0,1.0,0,1,2,0,0,0,0,0,0,0,0,187.96,196.0,155,24,1,0,0
Danny Castillo,0,1,0,55.0,0.53,0.0,5.0,0.45,1,0,3,0,0,0,1,0,0,0,1,175.26,180.34,155,31,1,0,0
Jason Reinhardt,2,0,0,1.5,0.33,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,167.64,163.0,135,41,1,0,0
Tito Ortiz,0,1,0,26.83333333,0.531666667,0.291666667,2.25,0.5245833329999999,6,9,59,10,0,2,3,7,2,1,15,190.5,187.96,205,36,1,0,0
