winner_is_blue,is_title_bout,no_of_rounds,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,total_fight_time_secs,finish_DQ,finish_KO/TKO,finish_M-DEC,finish_Overturned,finish_S-DEC,finish_SUB,finish_U-DEC,year,month,day,Australia,Brazil,Canada,Chile,China,Croatia,Czech Republic,Denmark,Germany,Ireland,Japan,Mexico,Netherlands,New Zealand,Philippines,Poland,Russia,Singapore,South Korea,Sweden,USA,United Arab Emirates,United Kingdom,Uruguay,Catch Weight,Featherweight,Flyweight,Heavyweight,Light Heavyweight,Lightweight,Middleweight,Welterweight,Women's Bantamweight,Women's Featherweight,Women's Flyweight,Women's Strawweight,B_Orthodox,B_Southpaw,B_Switch,R_Orthodox,R_Southpaw,R_Switch,better_rank_Red,better_rank_neither,weight_dif,odds_dif,ev_dif,draw_dif,avg_SIG_STR_pct_dif,avg_TD_pct_dif,win_by_Decision_Majority_dif,win_by_Decision_Split_dif,win_by_Decision_Unanimous_dif,win_by_TKO_Doctor_Stoppage_dif
0,0,3,2,0,-3,-3,3,-15,0,-1,0,12.7,17.78,-1,-62.66666667,0.0,0.0,0,447.0,0,1,0,0,0,0,0,2014,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-10,510,207.26415094,0,0.10500000000000004,0.0,0,-1,-1,0
0,0,3,-1,0,0,0,-1,1,0,0,0,17.78,25.4,3,9.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2014,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10,320,94.39393939,0,-0.27,0.0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,10.16,12.82,-8,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2014,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-365,-122.36842105,0,0.0,0.0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0.0,-5.08,-5,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2014,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,668,289.42857143,0,0.0,0.0,0,0,0,0
0,0,3,1,0,-1,-1,1,-4,0,0,-1,-2.54,-10.16,-2,-15.5,-3.0,0.0,0,133.0,0,0,0,0,0,1,0,2014,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-10,685,297.22222222,0,0.14,0.0,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,0.0,2.54,3,0.0,0.0,0.0,0,599.0,0,0,0,0,0,1,0,2014,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,230,26.666666669999998,0,0.0,0.0,0,0,0,0
0,1,5,-1,-6,10,10,-1,25,11,9,1,0.0,-2.54,-9,2.59803921,-0.647058824,-2.156862745,0,376.0,0,1,0,0,0,0,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-340,-107.85714286000001,0,0.23029411799999994,-0.5918627449999999,0,0,0,0
0,1,5,-1,-1,-1,-1,-1,2,-1,0,-1,-2.54,-7.62,-1,16.0,2.0,2.0,0,658.0,0,0,0,0,0,1,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1235,540.29411765,0,0.040000000000000036,-0.5800000000000001,0,0,0,0
1,0,3,0,-2,-1,1,-1,2,-1,0,0,7.62,2.54,5,-8.25,-0.41666666700000005,0.208333333,0,60.0,0,1,0,0,0,0,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,260,50.925925930000005,0,-0.12833333299999994,-0.10499999999999998,0,0,1,0
0,0,3,0,0,-6,-10,1,-28,0,-2,-3,5.08,5.08,-5,-15.23333333,-0.683333333,0.533333333,0,222.0,0,0,0,0,0,1,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,795,351.19047619,0,0.08399999999999996,-0.10633333299999997,0,0,-5,0
0,0,3,0,2,-1,-2,1,-9,1,0,-1,-5.08,-10.16,-2,-22.925,-0.475,1.025,0,294.0,0,1,0,0,0,0,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-10,460,178.33333333000002,0,0.004500000000000004,0.20625,0,0,-1,0
1,0,3,1,0,-5,-12,7,-39,1,-7,-2,2.54,12.7,4,15.78571429,-0.47619047600000003,1.19047619,0,300.0,0,1,0,0,0,0,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-620,-264.23076923,0,0.16023809499999997,0.09452381000000004,0,-1,-2,0
1,0,3,0,-1,0,-8,3,-28,1,1,-4,0.0,5.08,3,17.34444444,-0.8,-3.105555556,0,392.0,0,1,0,0,0,0,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-10,280,66.03448276,0,0.011111111000000007,-0.232166667,0,-3,-2,0
0,0,3,-1,-1,-3,-4,2,-18,0,-1,0,10.16,5.08,1,-16.875,-0.625,-2.75,0,900.0,0,0,0,0,0,0,1,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-280,-66.03448276,0,-0.0625,-0.51875,0,-3,0,0
0,0,3,-1,0,0,0,-1,3,-1,0,0,2.54,0.0,-12,11.5,0.0,0.0,0,900.0,0,0,0,0,0,0,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-250,-43.07692308,0,-0.26,-0.09999999999999998,0,0,0,0
0,0,3,0,0,-1,-2,1,-7,0,-1,0,5.08,2.54,-4,-23.25,1.0,-0.25,0,612.0,0,1,0,0,0,0,0,2013,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,320,94.39393939,0,-0.2,-0.25,0,0,-1,0
0,1,5,0,-1,-1,0,1,-13,-3,3,-1,2.54,-2.54,-2,-24.46428571,0.053571429000000004,-3.857142857,0,128.0,0,1,0,0,0,0,0,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,260,50.925925930000005,0,-0.161607143,-0.274642857,0,-1,-1,0
0,0,3,0,-2,1,0,1,-9,-1,2,-2,7.62,7.62,12,-19.95238096,0.11904761900000001,-0.7142857140000001,0,502.0,0,0,0,0,0,1,0,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,280,63.33333333,0,-0.08595238100000002,-0.15571428600000004,0,1,-1,0
0,0,3,0,-1,0,2,-3,19,-1,-3,1,5.08,5.08,-1,17.5,1.19047619,2.035714286,0,900.0,0,0,0,0,0,0,1,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10,1500,588.88888889,0,-0.06511904699999993,0.08845238099999997,0,1,3,0
0,0,3,0,0,-1,-4,-1,0,1,-1,-5,-5.08,-2.54,-4,20.93333334,-1.1,-0.2,0,900.0,0,0,0,0,0,0,1,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,340,107.85714286000001,0,0.08416666599999995,-0.026333333000000014,0,0,2,0
1,0,3,0,0,-1,-3,2,-14,-1,0,-2,5.08,-2.54,-1,-24.57142857,0.071428571,3.785714286,0,900.0,0,0,0,0,0,0,1,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-230,-26.666666669999998,0,0.06785714299999995,0.337857143,0,-1,0,0
1,0,3,0,0,1,0,1,-5,0,3,0,5.08,10.16,7,6.57142857,-0.125,-2.6785714290000002,0,900.0,0,0,1,0,0,0,0,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-535,-219.28571429,0,-0.03696428600000001,-0.18553571399999996,0,0,-3,0
0,0,3,-3,-2,-2,-2,-3,3,0,-1,-1,5.08,7.62,-3,-0.33333333,0.166666667,1.166666667,0,900.0,0,0,0,0,0,0,1,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-290,-73.33333333,0,-0.04166666699999999,-0.263333333,0,0,0,0
1,0,3,1,0,-2,-3,3,-14,0,-1,-1,-2.54,-5.08,1,-43.83333333,-0.166666667,-1.166666667,0,900.0,0,0,0,0,0,0,1,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-10,420,154.54545455,0,0.0,-0.36,0,0,-1,0
0,0,3,1,1,-1,-5,5,-34,0,-1,2,7.62,5.08,4,-46.4375,1.4375,0.770833333,0,900.0,0,0,0,0,0,0,1,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,510,207.26415094,0,-0.04125000000000001,0.058541666999999964,0,-3,-3,0
0,0,3,0,0,-1,-1,0,-3,0,-1,0,2.54,-5.08,-1,-4.33333333,0.833333333,1.5,0,395.0,0,1,0,0,0,0,0,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-270,-58.571428569999995,0,-0.12666666700000007,-0.09999999999999998,0,0,0,0
1,0,3,1,0,-2,-2,1,-7,0,0,-1,-2.54,2.54,7,-11.0,-1.0,-0.666666667,0,900.0,0,0,0,0,1,0,0,2013,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-440,-166.52173913000001,0,0.010000000000000009,-0.22,0,0,-1,0
0,0,3,1,0,2,0,4,-17,-3,-2,0,2.54,-2.54,0,-6.57142857,-0.22077922100000003,0.116883116,0,63.0,0,1,0,0,0,0,0,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-20,-260,-50.925925930000005,0,0.13870129800000008,0.0014285710000000174,0,0,2,0
0,0,3,1,1,-2,-4,0,-12,-1,-1,1,2.54,2.54,-11,-5.83333333,0.166666667,-0.666666667,0,900.0,0,0,0,0,0,0,1,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,975,430.95238095,0,0.051666667,-0.04291666699999999,0,0,-4,0
1,0,3,1,1,0,-4,5,-12,0,-3,0,12.7,17.78,-2,8.0,-0.090909091,2.5,0,129.0,0,1,0,0,0,0,0,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,30,330,101.17647059000001,0,0.060454545000000026,1.0,0,0,-1,0
1,0,3,0,-1,-1,-1,0,-1,0,-1,0,2.54,10.16,7,46.0,0.0,-1.0,0,600.0,0,1,0,0,0,0,0,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,20,270,58.571428569999995,0,-0.175,-0.2,0,0,0,0
1,0,3,1,0,0,0,1,-3,0,0,0,0.0,0.0,2,-28.0,0.0,-2.0,0,900.0,0,0,0,0,1,0,0,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,330,101.17647059000001,0,0.09000000000000002,-0.22,0,0,0,0
0,0,3,-1,-3,-2,-3,-2,-2,0,-1,0,-2.54,5.08,-1,34.21428571,0.023809524,-1.69047619,0,900.0,0,0,0,0,0,0,1,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,620,264.23076923,0,-0.05642857100000004,-0.39047619,0,-2,0,0
1,0,3,1,1,-1,-2,1,-10,0,0,0,2.54,-2.54,9,-34.9,2.3,0.5,0,900.0,0,0,0,0,0,0,1,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,355,112.36842105,0,-0.030999999999999972,0.11499999999999999,0,0,-2,0
1,0,3,0,0,0,0,0,0,0,0,0,2.54,-7.62,9,0.0,0.0,0.0,0,283.0,0,1,0,0,0,0,0,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-650,-280.58823529,0,0.0,0.0,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,10.16,20.32,2,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,450,172.44680850999998,0,0.0,0.0,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,-2.54,-2.54,-2,0.0,0.0,0.0,0,43.0,0,1,0,0,0,0,0,2013,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15,-1200,-524.84848485,0,0.0,0.0,0,0,0,0
1,0,3,-1,0,-3,2,-3,4,0,0,8,7.62,15.24,6,13.35897436,0.5854700860000001,-1.551282052,0,158.0,0,1,0,0,0,0,0,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,15,230,26.666666669999998,0,0.05089743600000002,-0.10307692299999999,0,-2,-4,0
0,1,3,0,0,0,0,0,0,0,0,0,2.54,-2.54,-12,0.0,0.0,0.0,0,299.0,0,1,0,0,0,0,0,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-20,550,225.51724138,0,0.0,0.0,0,0,0,0
0,1,3,0,0,0,0,0,0,0,0,0,-7.62,-5.08,-1,0.0,0.0,0.0,0,430.0,0,0,0,0,0,1,0,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,385,135.0,0,0.0,0.0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,5.08,-7.62,-6,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,470,184.18367347,0,0.0,0.0,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,0.0,-5.08,6,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,10,-850,-377.77777778,0,0.0,0.0,0,0,0,0
0,0,3,0,-1,-1,-1,-1,0,0,0,0,0.0,7.62,1,-11.5,0.5,0.0,0,25.0,1,0,0,0,0,0,0,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-369,-124.91666667,0,-0.22500000000000003,0.08499999999999999,0,-1,0,0
1,0,3,0,-3,-3,-4,1,-13,0,0,-1,7.62,5.08,-2,-17.0,-1.0,-2.2,0,900.0,0,0,0,0,1,0,0,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10,0,0.0,0,0.05600000000000005,-0.292,0,0,-3,0
0,0,3,0,0,0,0,0,0,0,0,0,7.62,5.08,-3,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-15,470,184.18367347,0,0.0,0.0,0,0,0,0
0,0,3,0,-1,-1,-1,1,-6,0,0,0,-5.08,-12.7,1,-55.5,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-15,440,166.52173913000001,0,0.20500000000000002,0.0,0,-1,0,0
0,0,3,0,0,0,0,0,0,0,0,0,2.54,10.16,5,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,0,2013,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,220,18.04347826,0,0.0,0.0,0,0,0,0
0,1,5,0,-5,-5,-8,1,-39,-13,0,-2,-5.08,-17.78,2,-29.28636364,-0.645454545,-0.9272727270000001,0,1500.0,0,0,0,0,1,0,0,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,369,124.91666667,0,0.013590908999999929,-0.444545455,1,1,-8,0
0,0,3,0,0,-2,-6,-2,-19,-1,-5,2,2.54,-2.54,-2,2.42533937,0.307692308,-0.036199095,0,245.0,0,1,0,0,0,0,0,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,460,178.33333333000002,0,0.11936651599999998,0.07936651600000005,-1,-4,2,0
1,0,3,0,-3,-2,0,-2,1,0,2,-1,-2.54,-5.08,-7,-22.57142857,-0.571428571,-0.587301587,0,900.0,0,0,0,0,1,0,0,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,775,340.6097561,0,-0.050634920999999944,0.173968254,0,0,-1,0
1,0,3,1,0,-4,-14,6,-44,-1,-5,-3,-2.54,2.54,4,18.77272727,-0.318181818,-1.772727273,0,278.0,0,1,0,0,0,0,0,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-210,-9.090909089999997,0,0.25045454500000003,-0.502272727,0,-1,-5,0
1,0,3,0,-1,-1,-1,1,-6,0,1,0,-7.62,-2.54,-2,-39.0,-1.0,-1.333333333,0,900.0,0,0,0,0,0,0,1,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-10,310,87.5,0,0.06666666700000007,0.09999999999999998,0,0,-2,0
0,0,3,0,0,0,0,-1,7,0,0,-1,-7.62,-7.62,-1,14.44545455,0.8909090909999999,0.554545455,0,529.0,0,0,0,0,0,1,0,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,240,35.0,0,-0.09572727299999995,0.11681818199999999,0,3,-2,1
1,0,3,0,0,2,-2,3,-7,0,-2,-1,0.0,2.54,1,-3.22222222,0.515873015,0.150793651,0,900.0,0,0,0,0,0,0,1,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-20,-340,-107.85714286000001,0,-0.16619047599999992,-0.1765079360000001,0,0,1,0
1,0,3,0,0,2,4,-4,20,0,1,1,-7.62,-5.08,3,10.24615385,0.8,0.7384615379999999,0,900.0,0,0,0,0,0,0,1,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-400,-142.38095238,0,-0.17184615399999997,0.350615385,0,1,1,0
0,0,3,-1,0,-1,-1,-2,7,0,-1,-1,-2.54,2.54,-6,9.0,0.35,-1.05,0,900.0,0,0,0,0,0,0,1,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,803,354.47058824,0,-0.17700000000000005,0.08750000000000001,0,1,0,0
0,0,3,0,-1,-1,-1,2,-5,0,0,-1,2.54,0.0,-1,-4.333333333,-1.6666666669999999,-0.333333333,0,900.0,0,0,0,0,0,0,1,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,15,610,258.75,0,0.27,-0.333333333,0,0,0,0
1,0,3,2,0,0,0,2,-6,0,0,0,-7.62,-2.54,7,-39.0,0.0,-0.5,0,900.0,0,0,0,0,0,0,1,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10,-755,-330.0,0,0.10000000000000003,-0.25,0,0,0,0
1,0,3,0,0,-1,-1,0,1,0,-1,0,0.0,5.08,4,13.5,0.0,-0.5,0,382.0,0,1,0,0,0,0,0,2013,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-650,-280.58823529,0,-0.12,-0.5,0,0,0,0
0,0,5,-2,-2,1,-6,2,2,-2,-9,-2,-2.54,0.0,-7,27.74444444,0.055555556,1.066666667,0,77.0,0,1,0,0,0,0,0,2013,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,420,154.54545455,0,-0.013777777999999963,0.24122222199999996,0,2,3,-1
0,0,3,0,-1,-1,-1,-1,0,-1,0,0,-10.16,-12.7,-3,0.5,0.0,0.5,0,900.0,0,0,0,0,1,0,0,2013,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,320,94.39393939,0,0.14500000000000002,0.5,0,0,-1,0
0,0,3,-2,0,3,4,-5,22,0,2,1,-2.54,7.62,-1,-1.5,0.2,0.7,0,900.0,0,0,0,0,0,0,0,2013,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,610,258.75,0,0.08700000000000002,0.24100000000000002,0,0,1,0
1,0,3,0,0,-1,-4,5,-24,0,0,-1,7.62,2.54,4,-0.1,-1.2,-0.2,0,130.0,0,1,0,0,0,0,0,2013,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-685,-297.22222222,0,0.31200000000000006,0.756,0,0,-3,0
1,0,3,0,1,1,1,0,3,0,0,0,2.54,2.54,-3,37.0,1.0,6.0,0,900.0,0,0,0,0,0,0,1,2013,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-220,-18.04347826,0,-0.040000000000000036,0.75,0,0,1,0
